name,latitude,longitude,locality,country_code
Santa Bárbara,37.87963,-25.7126,Santa Bárbara,pt
Santa Catarina,38.70693,-27.04885,Cabo da Praia,pt
Santa Cruz,39.140126,-9.378494,Vale de Janelas,pt
Santo Amaro,38.68512,-9.31165,Figueirinha,pt
São Julião,38.93198,-9.41991,Valbom,pt
São Lourenço,39.01189,-9.42144,São Lourenço,pt
São Pedro de Moel,39.755465,-9.032312,São Pedro de Moel,pt
São Torpes,37.922841,-8.805253,Sines,pt
Sesimbra,38.442441,-9.099134,Sesimbra,pt
Sines,37.954045,-8.866925,Sines,pt
Supertubos,39.341865,-9.361212,Atouguia da Baleia,pt
Tavira,37.11216,-7.62089,Tavira,pt
Tonel,37.00725,-8.948,Vila do Bispo,pt
Tróia,38.48408,-8.90208,Tróia,pt
Vale Figueiras,37.2474,-8.8693,Aljezur,pt
Vila Franca do Campo,37.71368,-25.43851,Vila Franca do Campo (São Pedro),pt
Vila Nova de Milfontes,37.718826,-8.790498,Odemira,pt
Vila Praia de Âncora,41.81135,-8.86426,Vila Praia de Âncora,pt
Zambujeira do Mar,37.52235,-8.78673,Odemira,pt
Zavial,37.04653,-8.87168,Vila do Bispo,pt
Antonio's,18.37198,-67.2521,Puntas,us
Aviones,18.45119,-65.95713,Torrecilla Baja,us
Bridges,18.426499,-67.155573,Aguadilla,us
Chatarra,18.45394,-65.96723,Torrecilla Baja,us
Crash Boat,18.45862,-67.1644,Borinquen,us
Domes,18.36551,-67.26974,Rincón,us
Gas Chambers,18.460664,-67.165808,Borinquen,us
Guajataca,18.48879,-66.95538,Quebradillas,us
Inches,17.973266,-65.96236,Maunabo,us
Indicators,18.36086,-67.27071,Rincón,us
Playa Jobos,18.513526,-67.076262,Guerrero,us
La Ocho,18.46622,-66.09502,San Juan,us
La Pared,18.37729,-65.71539,Luquillo,us
La Selva,18.36225,-65.67182,Boquerón,us
Little Malibu,18.343971,-67.26016,Rincón,us
Los Tubos,18.47183,-66.44833,Manatí,us
Margara,18.47471,-66.72997,Arecibo,us
Maria's,18.358018,-67.269625,Rincón,us
Middles,18.51274,-67.03936,Guerrero,us
Parking Lots,18.370601,-67.259382,Puntas,us
Pine Grove,18.44395,-66.01028,Carolina,us
Pools,18.36994,-67.26108,Puntas,us
San Juan,18.45877,-66.07414,San Juan,us
Sandy Beach,18.37063,-67.25839,Puntas,us
Surfer's Beach,18.50585,-67.14044,Maleza Alta,us
Table Top,18.50749,-67.13813,Maleza Baja,us
The Point,18.35938,-67.2703,Rincón,us
Tocones,18.45084,-65.95588,Torrecilla Baja,us
Tres Palmas,18.35292,-67.26706,Rincón,us
Wilderness,18.48402,-67.16653,Borinquen,us
Wishing Well,18.47226,-67.16889,Borinquen,us
Patrokl,43.07172,131.96301,Vladivostok,ru
Popov Island,42.951,131.73855,Popov island,ru
Shitovaya,43.11484,132.01223,Vladivostok,ru
Sochi,43.56836,39.73291,Sochi,ru
Uliss,43.07219,131.94111,Vladivostok,ru
Anne Avenue,-34.16253,24.83278,St. Francis Bay,za
Ansteys,-29.92419,31.01922,Durban,za
Avalanche,-33.983717,25.670797,Port Elizabeth,za
Baked Beans,-33.979237,25.655675,Port Elizabeth,za
Ballito,-29.53377,31.22306,Ballito,za
Betty's Bay,-34.3591,18.90517,Betty's Bay,za
Buffels Bay,-34.09,22.97748,Buffel's Bay,za
Cape St Francis,-34.17329,24.83781,St. Francis Bay,za
Cape Town,-33.90688,18.39523,Cape Town,za
Cave Rock,-29.88825,31.0514,Durban,za
Clubhouse,-33.98524,25.6719,Port Elizabeth,za
Coffee Bay,-31.96605,29.16853,King Sabata Dalindyebo Local Municipality,za
Denvils,-33.976357,25.649184,Port Elizabeth,za
Dungeons,-34.0584,18.32926,City of Cape Town,za
Elands Bay,-32.31595,18.33275,Elandsbaai,za
Fence,-33.96364,25.64476,Port Elizabeth,za
Flowrider,-29.72629,31.0889,Umhlanga Rocks,za
Hermanus,-34.41399,19.25098,Hermanus,za
Humewood Pier,-33.97829,25.65272,Port Elizabeth,za
Jeffreys Bay,-34.03139,24.93303,Jeffreys Bay,za
Kalk Bay,-34.126433,18.449851,City of Cape Town,za
Kleinmond,-34.3459,19.00865,Kleinmond,za
Kommetjie,-34.14023,18.32039,City of Cape Town,za
Long Beach,-34.13569,18.33219,City of Cape Town,za
Melkbosstrand,-33.71848,18.44366,Melkbosstrand,za
Millers,-33.98198,25.66359,Port Elizabeth,za
Mossel Bay,-34.179465,22.151366,Mossel Bay,za
Muizenberg,-34.09988,18.49,City of Cape Town,za
Nahoon Reef,-32.99671,27.95217,East London,za
New Pier,-29.85237,31.03987,Durban,za
North Beach,-29.84991,31.03878,Durban,za
Outer Kom,-34.14567,18.31821,City of Cape Town,za
Pipe,-33.98733,25.67302,Port Elizabeth,za
Plettenberg Bay,-34.057,23.3785,Plettenberg Bay,za
Port Alfred,-33.6075,26.8941,Port Alfred,za
Seal Point,-34.209,24.8368,Cape St. Francis,za
Shark Rock Pier,-33.9801,25.65891,Port Elizabeth,za
Still Bay,-34.37082,21.43643,Stilbaai,za
Strand,-34.1159,18.82341,Strand,za
Sunrise,-29.52735,31.22605,Shaka's Rock,za
Sunset Reef,-34.12852,18.33813,City of Cape Town,za
The Dunes,-34.11587,18.35255,City of Cape Town,za
The Hoek,-34.09516,18.35269,Noordhoek,za
Umdloti,-29.67482,31.11578,Umdloti / eMdloti,za
Victoria Bay,-34.00447,22.54898,George Local Municipality,za
Warner Beach,-30.0841,30.86832,eThekwini Metropolitan Municipality,za
Wedge,-29.85429,31.04041,Durban,za
Westbrook,-29.59354,31.17029,eThekwini Metropolitan Municipality,za
Wilderness,-33.99543,22.57958,Wilderness,za
Yzerfontein,-33.36566,18.16222,Yzerfontein,za
Aguieira,42.74047,-8.97065,Quintáns,es
Andrín,43.41032,-4.70874,Andrín,es
Arenillas,43.39936,-3.32272,Oriñón,es
Bakio,43.43057,-2.80442,Luzarraga,es
Barbate,36.18665,-5.91963,Barbate,es
Berria,43.46369,-3.46636,Berria,es
Cádiz,36.52988,-6.30579,Cádiz,es
Campelo,43.58311,-8.21543,Valdoviño,es
Conil de la Frontera,36.27633,-6.09475,Conil de la Frontera,es
El Brusco,43.4698,-3.4907,Noja,es
El Confital,28.029604,-16.567571,Granadilla de Abona,es
El Frontón,28.16511,-15.65382,El Agujero,es
El Mongol,43.54128,-5.65583,Gijón,es
El Sardinero,43.47746,-3.78779,Cueto,es
Foz,43.5728,-7.2494,Foz,es
Gaztetape,43.30366,-2.20599,Getaria,es
Getxo,43.35559,-3.01849,Getxo,es
Hondarribia,43.37893,-1.7959,Hondarribia/Fontarrabie,es
Isla de Santa Marina,43.47044,-3.73038,Ribamontán al Mar,es
La Salbaje,43.38369,-3.00297,Bareño,es
Laredo,43.41303,-3.43339,Barrio de Pescadores,es
Lariño,42.77205,-9.12469,Lariño,es
Las Salinas,28.0694,-14.43909,Pájara,es
Los Locos,43.43856,-4.04711,Suances,es
Los Patos,28.422808,-16.5072,Santa Úrsula,es
Los Quebrantos,43.56534,-6.06486,L'Arena,es
Louro,42.75653,-9.10188,O Ancoradoiro,es
Meñakoz,43.39526,-2.98557,Sopelana,es
Merón,43.54389,-5.49398,Argüeru,es
Mundaka,43.407727,-2.696739,Mundaka,es
Nemiña,43.01001,-9.2626,Muxía,es
Ondarreta,43.31595,-2.00061,San Sebastián,es
Orio,43.28831,-2.12727,Orio,es
Orrua,43.303402,-2.24279,Askizu,es
Oyambre,43.39006,-4.3304,Valdáliga,es
Pantín,43.63994,-8.11105,Valdoviño,es
Patos,42.1542,-8.82604,Nigrán,es
Peñarronda,43.5525,-6.9956,Viyadún,es
Playa A Frouxeira,43.61472,-8.15308,Valdoviño,es
Playa de La Concha,43.31802,-1.98597,San Sebastián,es
Playa de Los Caballos,43.44243,-4.02283,Cuchía,es
Playa de Merón,43.39002,-4.3819,San Vicente de la Barquera,es
Playa de Traba,43.18838,-9.05063,Mórdomo,es
Punta del Confital,28.158475,-15.433715,Las Palmas de Gran Canaria,es
Razo,43.28937,-8.70942,Arnados,es
Rodiles,43.53351,-5.37777,El Puntal,es
Sabón,43.32932,-8.504851,Sabón,es
Salinas,43.58414,-5.9455,Piedrasblancas,es
Santa Comba,43.55562,-8.29028,Ferrol,es
Somo,43.4567,-3.74437,Somo,es
Sopelana,43.38806,-2.99587,Bareño,es
Tapia de Casariego,43.56889,-6.94886,San Blas,es
Verdicio,43.62589,-5.87655,Gozón,es
Xivares,43.57006,-5.72128,Xibares,es
Yerbabuena,36.184637,-6.008401,Barbate,es
Zarautz,43.28829,-2.16385,Zarautz,es
Zurriola,43.32689,-1.97235,San Sebastián,es
Maraa,-17.74829,-149.58265,Māra’a,fr
Papara,-17.76404,-149.50207,Papara,fr
Papenoo,-17.50868,-149.43005,Hitiaa O Te Ra,fr
Taapuna,-17.6018,-149.6235,Windward Islands,fr
Teahupoo,-17.86617,-149.25249,Taiarapu-Ouest,fr
Vairao,-17.8008,-149.31092,Windward Islands,fr
Bantham,50.278456,-3.8781,Bigbury-on-Sea,gb
Bournemouth,50.71624,-1.87366,Bournemouth,gb
Bude,50.831055,-4.55067,Bude,gb
Caswell Beach,51.57001,-4.03145,Owensfield,gb
Croyde,51.13054,-4.2374,Croyde,gb
Fistral Beach,50.418769,-5.09756,Newquay,gb
Freshwater West,51.66239,-5.06392,Pembrokeshire,gb
Langland Beach,51.567717,-4.00615,Newton,gb
Llangennith,51.59215,-4.29316,Llangennith,gb
Long Sands,55.02679,-1.42851,Tynemouth,gb
Newgale,51.856917,-5.12687,Newgale,gb
Pease Bay,55.93142,-2.3329,Pease Bay,gb
Perranporth,50.34735,-5.1542,Perranporth,gb
Polzeath,50.574127,-4.91507,Polzeath,gb
Porth Neigwl,50.2271,-5.39118,Gwithian,gb
Porthleven,50.080749,-5.313237,Porthleven,gb
Rhossili Bay,51.560764,-4.28039,Middleton,gb
Saltburn,54.586021,-0.96912,Old Saltburn,gb
Saunton Sands,51.11713,-4.22141,Saunton,gb
Sennen Cove,50.07887,-5.69701,Sennen Cove,gb
St Ives,50.215082,-5.483007,St. Ives,gb
The Cribbar,50.42503,-5.10163,Newquay,gb
Thurso East,58.59929,-3.51012,Thurso,gb
Tolcarne,50.41736,-5.07332,Newquay,gb
Tywyn,52.58435,-4.10094,Tywyn,gb
Watergate Bay,50.444475,-5.042269,Trevelgue,gb
Woolacombe,51.170599,-4.208628,Woolacombe,gb
7 - 11,39.64953,-74.17294,Ship Bottom,us
8th Street Jetty,40.22787,-73.99706,Asbury Park,us
Backdoor,21.6641,-158.05235,Sunset Beach,us
Backyards,21.68088,-158.03766,Waiale‘e,us
Pipeline,21.665091,-158.051236,Sunset Beach,us
Bathtub Beach,27.186891,-80.160698,Seminole Shores,us
Belmar,40.18081,-74.01191,Belmar,us
Blacks Beach,32.88078,-117.25176,San Diego,us
Broadway Beach,38.92975,-74.93145,Cape May,us
Brookings,42.04446,-124.26885,Brookings,us
Cannon Beach,45.890083,-123.963952,Cannon Beach,us
Canoes,21.275711,-157.826205,Honolulu,us
Cardiff Reef,33.01497,-117.28,Cardiff-by-the-Sea,us
Casino Pier,39.94215,-74.07002,Seaside Heights,us
Daytona Beach,29.21847,-81.002774,Daytona Beach,us
Ditch Plains,41.03965,-71.91702,Ditch Plains,us
El Porto,33.89999,-118.420169,Hermosa Beach,us
First Point,34.035426,-118.67874,Malibu Beach,us
Flagler Avenue,29.03857,-80.895271,New Smyrna Beach,us
Flagler Beach,29.47859,-81.12584,Flagler Beach,us
Florence,44.01504,-124.13809,Lane County,us
Gold Beach,42.4179,-124.42831,Gold Beach,us
Good Rats,57.37403,-135.76582,Sitka,us
Haleiwa,21.594,-158.10832,Haleʻiwa,us
Hanalei Bay,22.20338,-159.50282,Hanalei,us
Hermosa Beach,33.86153,-118.401922,Hermosa Beach,us
Hobe Sound Public Beach,27.06652,-80.11514,Jupiter Island,us
Honolua Bay,21.015732,-156.638451,Honokohau,us
Hookipa Beach Park,20.933267,-156.358554,Maui County,us
Huntington Beach,33.65581,-118.00166,Huntington Beach,us
Jacksonville Beach,30.288738,-81.388433,Jacksonville Beach,us
Juno Pier,26.89293,-80.05689,Juno Beach,us
Jupiter Inlet,26.943364,-80.071841,Palm Beach County,us
Kai's Place,57.06227,-135.84267,Sitka,us
Kalapaki Beach,21.96034,-159.351867,Lihue,us
Kealia Beach,22.097535,-159.30547,Kealia,us
Kohala Lighthouse,20.241905,-155.774082,Hawaiʻi County,us
Lake Worth,26.612685,-80,Palm Beach County,us
Latigo Point,34.026181,-118.756124,Malibu,us
Lincoln City,44.95894,-124.02095,Lincoln City,us
Log Cabins,21.65357,-158.06206,Honolulu County,us
Long Beach,40.58308,-73.6526,Long Beach,us
Low Island,57.01026,-135.61142,Sitka,us
Lower Trestles,33.38258,-117.58782,San Onofre,us
Manasquan Inlet,40.11296,-74.03276,Manasquan,us
Manhattan Beach,33.88413,-118.41199,Manhattan Beach,us
Mavericks,37.49595,-122.49874,Princeton-by-the-Sea,us
Mayport Poles,30.381927,-81.396799,East Mayport,us
Melbourne Beach,28.068444,-80.556589,Melbourne Beach,us
Middles,33.38128,-117.58126,San Onofre,us
Neva Bay,57.04022,-135.8458,Sitka,us
Newport Beach,33.607777,-117.928992,Newport Beach,us
North Street,39.28358,-74.55691,Ocean City,us
Ocean Reef Park,26.79407,-80.03212,Palm Beach Isles,us
Oceanside,33.192707,-117.382904,Oceanside,us
Oceanside Pier,33.194188,-117.38407,Oceanside,us
Off-The-Wall,21.65967,-158.05742,Honolulu County,us
Ormond Beach,29.28626,-81.03593,Ellinor Village,us
Pacific City,45.20238,-123.9681,Pacific City,us
Peahi-Jaws,20.94037,-156.30129,Maui County,us
Perkins,28.20135,-80.59524,Satellite Beach,us
Picnic Tables,28.2624,-80.60459,Brevard County,us
Pine Trees,19.695327,-156.044749,Hawaiʻi County,us
Pleasure Point,36.958202,-121.968773,Pleasure Point,us
Point Dume,34.00228,-118.80502,Malibu,us
Ponce Inlet,29.07893,-80.91911,Ponce Inlet,us
Port Mary,57.16898,-135.75364,Sitka,us
Port Orford,42.74084,-124.49892,Port Orford,us
Red Tree Reef,57.05013,-135.84949,Sitka,us
Rincon Point,34.37353,-119.47666,Rincon,us
Roads End,44.99541,-124.01286,Lincoln City,us
Rockaway Beach,40.58393,-73.81266,New York,us
Rockaway-Manzanita,45.61447,-123.94564,Rockaway Beach,us
Salt Creek Beach,33.47613,-117.72187,Dana Point,us
San Onofre State Beach,33.3728,-117.56502,San Onofre,us
Sandy Beach,21.28605,-157.67171,Honolulu,us
Sandy Beach,57.075443,-135.37222,Sitka,us
Sandy Hook,40.4779,-74.0024,Fort Hancock,us
Satellite Beach,28.17517,-80.58918,Satellite Beach,us
Scripps,32.86593,-117.25433,San Diego,us
Seal Beach,33.73915,-118.10684,Seal Beach,us
Sealion Cove,57.29903,-135.8277,Sitka,us
Sebastian Inlet,27.85926,-80.447104,Indian River County,us
Shipwreck Beach,21.874911,-159.436904,Kauaʻi County,us
Shoals Point,57.01139,-135.6341,Sitka,us
Spessard Holland,28.047678,-80.547397,Melbourne Beach,us
State's Avenue,39.35964,-74.41742,Atlantic City,us
Steamer Lane,36.951495,-122.025992,Santa Cruz,us
Stockton,38.93035,-74.91616,Cape May,us
Stone Harbor,39.04281,-74.76284,Stone Harbor,us
Stuart Public Beach,27.21477,-80.17431,Martin County,us
Sumner Avenue,39.32248,-74.50677,Margate City,us
Sunglow Pier,29.1463,-80.96505,Halifax Estates,us
Sunset Beach,21.671238,-158.044829,Sunset Beach,us
T-Street,33.416156,-117.6174,San Clemente,us
The Radisson,28.13532,-80.57892,Melbourne,us
The Streets,28.30235,-80.60768,Cocoa Beach,us
The Wall,57.06927,-135.36715,Sitka,us
The Wedge,33.59497,-117.88284,Newport Beach,us
Topanga,34.03979,-118.57958,Topanga,us
Topanga Beach,34.03865,-118.58253,Topanga,us
Upper Trestles,33.38512,-117.59353,San Clemente,us
Venice Beach,33.98559,-118.4744,Los Angeles,us
Ventnor Pier,39.33672,-74.477,Ventnor City,us
Wabasso,27.76337,-80.39695,Wabasso Beach,us
Waikiki Beach,21.27078,-157.82283,Honolulu,us
Waimea,21.639369,-158.063385,Honolulu County,us
White Plains Beach,21.303579,-158.045,Kapolei,us
Zuma Beach,34.016225,-118.823177,Trancas,us
Enniscrone,54.2128303,-9.1008285,Castleconor West Electoral Division,ie
Barley Cove,51.4687745,-9.7766891,Crookhaven ED,ie
Carrownisky,53.7356567,-9.8953054,Aillemore ED,ie
Doughmore,52.7599657,-9.4933322,Doonbeg ED,ie
Magheroarty,55.1478084,-8.159115,Magheraroarty,ie
Portrush,55.2007883,-6.6565438,Portrush,gb
Portsalon,55.1927926,-7.613948,Letterkenny,ie
Skeleton Bay / Donkey Bay,-22.9376218,14.4175265,Walvis Bay,na
Cherating Beach,4.124652,103.397741,Cherating,my
